By downloading this data it is implied that you have read and agreed to the Disclaimer Document
and will abide by its terms and conditions.

This report was generated at 06:07:25 on 19 June 2017.

WELL HEADER DATA
ORDERED BY WELL NAME
WELL NAME,WELL ALIAS,ENO,UNO,STATE,LATITUDE(Dec Deg;GDA94),LONGITUDE(Dec Deg;GDA94),UTM ZONE,EASTING,NORTHING,ORIGINAL GEOGRAPHIC DATUM,BASIN/SUB-BASIN (WCR),BASIN/SUB-BASIN (GA),WELL STATUS,TOTAL DEPTH DATE,TOTAL DEPTH(mKB),WELL TYPE,PLATFORM,FIELD,LOCATION,ELEVATION/WATER DEPTH(m),TITLE,LAW,OPERATOR,CONTRACTOR,RIGMAKE/RIGMODEL,SPUD DATE,RIG RELEASE DATE,KELLY BUSHING/ROTARY TABLE,KB/RT HEIGHT(m),REMARK,OBJECTIVE (WCR),SUMMARY (WCR),RESFACS_SAMPLES,ORGCHEM_SAMPLES,STRATDAT_SAMPLES,CUTTINGS,CONVENTIONAL_CORES,UNSPECIFIED_CORES,SIDEWALL_BULLET_CORES,SIDEWALL_MECHANICAL_CORES
"Champagny 1","",9806,1342326,1,"86728",2615,2620,73.1,73.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.69,.63,.75,2,,,,,
"Champagny 1","",9806,1342327,1,"86729",2645,2650,75.23,75.58,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.25,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342300,1,"86763",2670,2675,75.82,75.78,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.6,,,,,,,,
"Champagny 1","",9806,1342328,1,"86730",2675,2680,75.78,75.78,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.31,,,,,"",,,,,,,,,
"Champagny 1","",9806,1364698,1,"86731",2705,2710,75.78,78.85,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.22,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342329,1,"86732",2740,2745,83.02,82.9,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.22,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342330,1,"86733",2770,2775,82.28,82.16,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.2,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342301,1,"86764",2795,2800,86.61,86.58,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.6,,,,,,,,
"Champagny 1","",9806,1342331,1,"86734",2800,2805,86.58,86.55,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.2,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342331,1,"86734",2800,2805,86.58,86.55,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.68,.54,.81,6,,,,,
"Champagny 1","",9806,1342332,1,"86735",2825,2830,87.67,88.26,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.25,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342333,1,"86736",2850,2855,90.89,91.77,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.15,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342334,1,"86737",2880,2885,97.37,100.01,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.33,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342302,1,"86765",2900,2905,101.51,101.36,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.6,,,,,,,,
"Champagny 1","",9806,1342303,1,"86766",2905,2910,101.36,101.21,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.6,,,,,,,,
"Champagny 1","",9806,1364699,1,"86738",2905,2910,101.36,101.21,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.06,.32,3.18,.46,429,0.16,69.57,691.30,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342335,1,"86739",2940,2950,101.21,106.18,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.32,,,,,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342304,1,"86767",2970,2980,107.12,107.59,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.6,,,,,,,,
"Champagny 1 ST1","",9807,1342336,1,"86740",2970,2980,107.12,107.59,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.07,.22,2.57,.53,431,0.24,41.51,484.91,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342305,1,"86768",2990,3000,111.35,117.57,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.6,,,,,,,,
"Champagny 1 ST1","",9807,1342337,1,"86741",3000,3010,117.57,124.25,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.43,,,,,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342337,1,"86741",3000,3010,117.57,124.25,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.65,,,1,,,,,
"Champagny 1 ST1","",9807,1342306,1,"86769",3020,3030,128.77,129.39,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.65,,,,,,,,
"Champagny 1 ST1","",9807,1342338,1,"86742",3030,3040,129.39,130,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.16,1.36,1.57,.9,439,0.11,151.11,174.44,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342307,1,"86770",3050,3060,130.62,132.13,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.65,,,,,,,,
"Champagny 1 ST1","",9807,1342280,1,"86743",3060,3070,132.13,132.48,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.42,4.15,1.02,1.6,438,0.09,259.38,63.75,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342308,1,"86771",3080,3090,132.92,136.36,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.65,,,,,,,,
"Champagny 1 ST1","",9807,1342281,1,"86744",3090,3100,136.36,138.01,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.43,2.14,3.34,1.78,438,0.17,120.22,187.64,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342282,1,"86745",3120,3130,142.37,142.52,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.24,1.7,2.61,.75,438,0.12,226.67,348.00,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342309,1,"86772",3130,3140,142.52,143.39,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.65,,,,,,,,
"Champagny 1 ST1","",9807,1342283,1,"86746",3150,3160,143.63,143.86,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.23,1.39,3.58,.69,436,0.14,201.45,518.84,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342310,1,"86773",3170,3180,145.59,146.69,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.65,,,,,,,,
"Champagny 1 ST1","",9807,1342284,1,"86747",3180,3190,146.69,148.91,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.17,1.2,3.19,.75,438,0.12,160.00,425.33,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342244,1,"86774",3200,3210,148.95,149,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.65,,,,,,,,
"Champagny 1 ST1","",9807,1342285,1,"86748",3210,3220,149,149.04,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.21,1.33,3.64,.68,438,0.14,195.59,535.29,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342285,1,"86748",3210,3220,149,149.04,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.75,.64,.83,10,,,,,
"Champagny 1 ST1","",9807,1342245,1,"86775",3220,3230,149.04,149.08,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.65,,,,,,,,
"Champagny 1 ST1","",9807,1342286,1,"86749",3240,3250,149.13,149.17,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.12,.62,3.66,.53,429,0.16,116.98,690.57,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342246,1,"86776",3260,3270,149.21,149.25,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.7,,,,,,,,
"Champagny 1 ST1","",9807,1342287,1,"86750",3270,3280,149.25,149.3,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.17,.8,3.42,.62,429,0.18,129.03,551.61,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342247,1,"86777",3300,3310,160.45,160.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.7,,,,,,,,
"Champagny 1 ST1","",9807,1342288,1,"86751",3300,3310,160.45,160.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.48,,,,,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342289,1,"86752",3330,3340,160.45,160.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.48,2.51,2.14,1.28,439,0.16,196.09,167.19,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342248,1,"86778",3340,3350,160.45,160.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.75,,,,,,,,
"Champagny 1 ST1","",9807,1342290,1,"86753",3360,3370,160.45,160.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.42,2.32,3.69,1.8,438,0.15,128.89,205.00,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342249,1,"86779",3380,3385,160.45,160.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.8,,,,,,,,
"Champagny 1 ST1","",9807,1342291,1,"86754",3390,3395,160.45,160.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.26,1.86,1.22,.97,439,0.12,191.75,125.77,"",,,,,,,,,
"Champagny 1 ST1","",9807,1342291,1,"86754",3390,3395,160.45,160.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.72,.58,.82,10,,,,,
"Circinus 1 ST1","",9875,1336713,1,"103316",2168,,73.29,,"SIDEWALL CORE BULLET","kerogen","CSIRO","","",,,,,,,,,"Keiraville Konsultants",.44,.43,.46,2,,,,,
"Circinus 1 ST1","",9875,1336714,1,"103317",2316,,73.84,,"SIDEWALL CORE BULLET","kerogen","CSIRO","","",,,,,,,,,"Keiraville Konsultants",.4,.27,.53,3,,,,,
"Circinus 1 ST1","",9875,1336729,1,"103333",2316,,73.84,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.16,.73,1.76,,425,0.18,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336715,1,"103318",2592.5,,93.87,,"SIDEWALL CORE BULLET","kerogen","CSIRO","","",,,,,,,,,"Keiraville Konsultants",.43,.31,.55,9,,,,,
"Circinus 1 ST1","",9875,1336730,1,"103334",2605,,96.03,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.25,1.98,.83,,483,0.11,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336731,1,"103335",2800,,100.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.47,2.37,1.5,,383,0.17,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336732,1,"103336",2892,,124.65,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.54,2.72,.94,,378,0.17,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336733,1,"103337",2926.5,,132.92,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.39,2.64,.59,,427,0.13,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336734,1,"103338",2933.8,,132.95,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.17,2.29,.65,,501,0.07,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336707,1,"103310",2950,,133.02,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","",,,,,,,,,"CSIRO",.52,.37,.67,15,,,,,
"Circinus 1 ST1","",9875,1336716,1,"103319",2950,,133.02,,"SIDEWALL CORE BULLET","kerogen","CSIRO","","",,,,,,,,,"Keiraville Konsultants",.51,.37,.65,21,,,,,
"Circinus 1 ST1","",9875,1336735,1,"103339",2950,,133.02,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.49,2.5,.67,,434,0.16,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336736,1,"103340",3015,,145.59,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.3,2.24,.64,,395,0.12,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336717,1,"103320",3040,,146.03,,"SIDEWALL CORE BULLET","kerogen","CSIRO","","",,,,,,,,,"Keiraville Konsultants",.54,.45,.62,5,,,,,
"Circinus 1 ST1","",9875,1336737,1,"103341",3040,,146.03,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.34,3.27,.68,,499,0.09,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336738,1,"103342",3069,,146.54,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.34,3.22,.66,,508,0.10,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336739,1,"103343",3100,,147.09,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.49,2.24,.64,,364,0.18,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336740,1,"103344",3116,,147.09,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.51,2.78,.93,,433,0.16,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336741,1,"103345",3147,,147.09,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.62,2.09,.7,,433,0.23,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336742,1,"103346",3179,,148.88,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.67,2.25,.78,,434,0.23,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336743,1,"103347",3214,,149.07,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.35,.87,.83,,436,0.29,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336744,1,"103348",3240,,149.19,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.55,1.79,.75,,436,0.24,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336745,1,"103349",3270.8,,149.34,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.47,1.47,.88,,398,0.24,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336746,1,"103350",3308,,151.4,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.55,2.06,1.07,,434,0.21,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336747,1,"103351",3320.4,,153.33,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.6,2.4,.9,,435,0.20,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336708,1,"103311",3355.5,,155.05,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","",,,,,,,,,"CSIRO",.54,.4,.66,8,,,,,
"Circinus 1 ST1","",9875,1336718,1,"103321",3355.5,,155.05,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 1.","",,,,,,,,,"Keiraville Konsultants",.57,.5,.63,12,,,,,
"Circinus 1 ST1","",9875,1336719,1,"103322",3355.5,,155.05,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 2.","",,,,,,,,,"Keiraville Konsultants",.39,.33,.49,7,,,,,
"Circinus 1 ST1","",9875,1336748,1,"103352",3355.5,,155.05,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.83,3.73,.7,,437,0.18,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336749,1,"103353",3375.8,,155.29,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.64,2.45,1.06,,437,0.21,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336750,1,"103354",3397.5,,155.55,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.75,2.71,1.13,,435,0.22,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336751,1,"103355",3412.3,,155.72,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.95,3.01,1.02,,437,0.24,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336752,1,"103356",3432,,156.91,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.59,2.92,.58,,439,0.17,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336753,1,"103357",3456.2,,157.56,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.73,2.69,.86,,367,0.21,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336754,1,"103358",3467.5,,157.87,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.59,1.45,1,,368,0.29,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336720,1,"103323",3489,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 1.","",,,,,,,,,"Keiraville Konsultants",.56,.49,.64,15,,,,,
"Circinus 1 ST1","",9875,1336721,1,"103324",3489,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 2.","",,,,,,,,,"Keiraville Konsultants",.41,.33,.48,17,,,,,
"Circinus 1 ST1","",9875,1336755,1,"103359",3489,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.75,3.53,.98,,438,0.18,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336756,1,"103360",3505.5,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.75,3.02,1,,439,0.20,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336757,1,"103361",3517.5,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.66,3.62,2.09,,438,0.15,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1337119,1,"103362",3537.8,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.63,3.3,1.16,,438,0.16,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336758,1,"103363",3571.2,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.73,3.7,1.44,,441,0.16,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336709,1,"103312",3599.8,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","",,,,,,,,,"CSIRO",.52,.42,.63,16,,,,,
"Circinus 1 ST1","",9875,1336722,1,"103325",3599.8,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 1.","",,,,,,,,,"Keiraville Konsultants",.54,.5,.63,20,,,,,
"Circinus 1 ST1","",9875,1336759,1,"103364",3599.8,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.58,2.85,1.41,,441,0.17,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1337090,1,"103326",3599.8,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 2.","",,,,,,,,,"Keiraville Konsultants",.41,.32,.48,12,,,,,
"Circinus 1 ST1","",9875,1336760,1,"103365",3608.2,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.72,3.46,1.52,,440,0.17,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336761,1,"103366",3637.8,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.95,3.32,.8,,440,0.22,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336762,1,"103367",3670.8,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.64,2.35,1.09,,442,0.21,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1337120,1,"103368",3700,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.59,4.18,.37,,444,0.12,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336723,1,"103327",3731,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 1.","",,,,,,,,,"Keiraville Konsultants",.59,.5,.68,20,,,,,
"Circinus 1 ST1","",9875,1336724,1,"103328",3731,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 2.","",,,,,,,,,"Keiraville Konsultants",.43,.4,.46,7,,,,,
"Circinus 1 ST1","",9875,1336763,1,"103369",3731,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.74,3.11,1.84,,440,0.19,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336764,1,"103370",3768.2,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.89,3.23,4.15,,442,0.22,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336765,1,"103371",3800.2,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",1.53,3.6,1.55,,441,0.30,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336710,1,"103313",3836.5,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","",,,,,,,,,"CSIRO",.53,.41,.66,23,,,,,
"Circinus 1 ST1","",9875,1336726,1,"103330",3836.5,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 2.","",,,,,,,,,"Keiraville Konsultants",.43,.35,.48,15,,,,,
"Circinus 1 ST1","",9875,1336766,1,"103372",3836.5,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.88,4.12,1.03,,443,0.18,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336725,1,"103329",3865.5,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","Population 1.","",,,,,,,,,"Keiraville Konsultants",.58,.52,.65,20,,,,,
"Circinus 1 ST1","",9875,1336767,1,"103373",3866.2,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.74,2.64,1.15,,444,0.22,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336768,1,"103374",3908,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",1.44,5.33,2.74,,442,0.21,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336769,1,"103375",3931.1,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",1.13,3.5,1.26,,442,0.24,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336770,1,"103376",3970,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",.98,2.56,1.74,,430,0.28,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336771,1,"103377",4009,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",1.13,2.74,1.9,,444,0.29,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336772,1,"103378",4038.8,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",1.83,3.38,4.97,,445,0.35,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336773,1,"103379",4061.7,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",1.06,3.72,1.32,,450,0.22,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336727,1,"103331",4089,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","","",,,,,,,,,"Keiraville Konsultants",.62,.53,.67,25,,,,,
"Circinus 1 ST1","",9875,1336774,1,"103380",4089,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",2.12,3.62,3.39,,447,0.37,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336775,1,"103381",4112.7,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",2.49,4.18,1.16,,451,0.37,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336711,1,"103314",4137.8,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","",,,,,,,,,"CSIRO",.62,.48,.78,21,,,,,
"Circinus 1 ST1","",9875,1336728,1,"103332",4137.8,,160.45,,"SIDEWALL CORE BULLET","kerogen","CSIRO","","",,,,,,,,,"Keiraville Konsultants",.65,.56,.78,25,,,,,
"Circinus 1 ST1","",9875,1336776,1,"103382",4137.8,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",1.98,3.19,1.09,,447,0.38,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336777,1,"103383",4167.5,,160.45,,"SIDEWALL CORE BULLET","whole rock","CSIRO","","Geotechnical Services",1.72,2.49,1.26,,447,0.41,,,"",,,,,,,,,
"Circinus 1 ST1","",9875,1336712,1,"103315",4205,,,,"DRILL CHIPS/CUTTINGS","whole rock","CSIRO","","",,,,,,,,,"CSIRO",.61,.48,.74,11,,,,,
